"","...1","Transaction unique identifier","Price","Date of Transfer","Property Type","Old/New","Duration","Town/City","District","County","PPDCategory Type","Record Status - monthly file only"
"5466",5466,"{BF346D58-9DFE-4A16-AEB3-8F813BC74CAA}",322500,2008-06-30,"F",TRUE,"L","GERRARDS CROSS","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"5467",5467,"{2A289E9E-1CB0-CDC8-E050-A8C063054829}",77500,2009-09-14,"T",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5468",5468,"{AAD3A072-89F3-4526-B18A-5D79F37EC967}",240000,2009-12-17,"T",TRUE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5469",5469,"{E70FA88A-FED9-4F44-9341-2F6D8EB344F2}",170000,2009-09-25,"T",FALSE,"F","CHESHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5470",5470,"{C08F3C53-7646-481F-8A75-DE4A2A91F435}",197000,2009-06-11,"D",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5471",5471,"{1470A18A-3888-40D7-B164-2B11E3419F00}",140000,2009-06-12,"S",FALSE,"F","RYE","ROTHER","EAST SUSSEX","A","A"
"5472",5472,"{1F6514CB-E052-447B-85E7-62168DEF8EC1}",405000,2008-04-07,"D",FALSE,"F","GERRARDS CROSS","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5473",5473,"{1930AAED-5348-41DB-BD7F-88C3FE4D08FF}",203000,2009-07-14,"D",FALSE,"F","SEAFORD","LEWES","EAST SUSSEX","A","A"
"5474",5474,"{D8F53916-80B6-48AA-8683-E7BDC407813B}",120000,2009-05-15,"F",FALSE,"L","SEAFORD","LEWES","EAST SUSSEX","A","A"
"5475",5475,"{2BE6B20C-D105-4B7F-9220-F04B3B8517EA}",250000,2008-04-25,"S",TRUE,"F","RYE","ROTHER","EAST SUSSEX","A","A"
"5476",5476,"{EE7F7A66-C061-40B6-8C5C-75F91C9CB08A}",215000,2009-08-14,"S",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5477",5477,"{C80016BA-056E-4975-9B68-5500A06D0EE0}",416600,2008-05-29,"F",FALSE,"L","GERRARDS CROSS","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"5478",5478,"{2A91363D-88CE-407D-8778-F8B44A6D166A}",1e+05,2008-02-01,"F",TRUE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"5479",5479,"{CEB37A11-C1D7-4907-B5D0-E4D170FD3A80}",750000,2008-01-10,"D",FALSE,"F","SLOUGH","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"5480",5480,"{B052375C-3AF3-4207-BAA3-9B8591A4F6D7}",101000,2009-10-19,"T",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"5481",5481,"{605BAFCE-0A16-4271-8031-8209BF778AC0}",950000,2009-09-30,"D",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5482",5482,"{EE5DCE7F-B7EF-48D0-8D0E-2A3E258B5336}",496500,2009-04-02,"D",FALSE,"F","LEWES","LEWES","EAST SUSSEX","A","A"
"5483",5483,"{DBB390C3-CBD1-4837-A13F-B0168F2E26B4}",172000,2008-02-14,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5484",5484,"{53895027-C0B6-4DCA-969A-7259DB44E548}",490000,2009-09-30,"D",FALSE,"F","MARLOW","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5485",5485,"{F590D4D0-EFD4-48DF-897D-B3941E02C1E0}",250000,2009-11-19,"T",FALSE,"F","ROBERTSBRIDGE","ROTHER","EAST SUSSEX","A","A"
"5486",5486,"{8D2DF58A-F0D0-4E31-93E4-00E588A0ED62}",183000,2008-04-25,"T",FALSE,"F","AYLESBURY","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5487",5487,"{4C810340-41BB-499D-B053-2918AA913152}",185000,2009-07-01,"F",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5488",5488,"{5DBBCCED-FA55-494D-8472-260ED3633B64}",227500,2009-11-18,"D",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"5489",5489,"{2019209A-6060-4FA0-AB1B-40D102FC93A4}",124500,2008-04-18,"T",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"5490",5490,"{E54702C8-0FA0-45B6-A19F-0F8B2759250F}",115000,2008-10-10,"D",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5491",5491,"{9F12F9AA-31C0-45B0-9565-874B00A7AB29}",370000,2008-01-24,"S",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"5492",5492,"{B78B98F7-BF1C-4F7D-9F77-E5C635F07A81}",178000,2009-11-12,"F",FALSE,"L","IVER","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"5493",5493,"{FC867FD6-CC2A-4D82-885C-568D037F6EC9}",270000,2009-04-09,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5494",5494,"{E6590449-4230-4A4F-A4A6-F018BEF05501}",283000,2009-10-20,"T",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"5495",5495,"{39727012-CBFF-4E8F-B9AA-6E14C78717D0}",145000,2008-10-17,"F",FALSE,"L","CHESHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5496",5496,"{44A397A7-F463-4781-88E0-4263178968DA}",229950,2008-01-07,"T",FALSE,"F","MARLOW","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5497",5497,"{F943EF48-2CC0-4EC6-A27D-2FD87251D357}",830000,2008-01-23,"D",FALSE,"F","MARLOW","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5498",5498,"{54E4F145-4E1A-4592-8FD4-91A96D7D40AF}",108000,2009-07-28,"F",FALSE,"L","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5499",5499,"{26A0168A-A107-44F8-8F2C-CC548A9D2524}",305000,2009-12-22,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5500",5500,"{CF3FC738-0DD0-434D-89B5-E5471DF44EEA}",117000,2008-04-30,"S",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"5501",5501,"{62D81738-C8A4-450C-BE1B-D620A3C0B75A}",157000,2009-12-18,"T",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5502",5502,"{195E358C-103C-4AAA-9422-86EADBEA54CA}",599000,2009-11-26,"D",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"5503",5503,"{CF722804-FE5F-40C8-9A69-E5D4D0A16343}",191250,2008-07-25,"D",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5504",5504,"{1EF477B5-1E9B-45B1-B414-1E60322CE1AA}",103000,2009-01-14,"S",FALSE,"L","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5505",5505,"{04F66367-84EF-4B63-9682-9443AFF8DD0A}",185000,2008-07-01,"S",FALSE,"F","SEAFORD","LEWES","EAST SUSSEX","A","A"
"5506",5506,"{6FB172CF-8F8B-42B2-B577-86FF89C6BDFA}",70000,2009-03-13,"F",FALSE,"L","ST LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"5507",5507,"{118A3EDD-384B-44CC-8015-CDEACB47BBBE}",475000,2008-05-16,"F",TRUE,"L","GERRARDS CROSS","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"5508",5508,"{E7210EFB-C72D-4E8B-B977-7ACA6B7A5193}",450000,2009-12-18,"D",TRUE,"F","LEWES","LEWES","EAST SUSSEX","A","A"
"5509",5509,"{C4D91E8D-9D7E-48AC-A793-8A856494228A}",169995,2009-02-02,"T",FALSE,"F","MILTON KEYNES","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5510",5510,"{DBE7B103-EFA3-4478-A66C-8576D97A1597}",1155000,2008-07-11,"D",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5511",5511,"{6B5B58E6-3659-46F2-9C85-A5C3ED1A4C04}",228000,2008-04-10,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5512",5512,"{08ACAB34-A579-4730-9791-E5F8BA8E9439}",262500,2008-01-25,"D",FALSE,"F","BRIGHTON","LEWES","EAST SUSSEX","A","A"
"5513",5513,"{A9F71BD9-F8F4-4BAF-995A-C529B2CDDB39}",2e+05,2008-05-01,"S",FALSE,"F","ST. LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"5514",5514,"{2FAE8297-EC57-4F20-AC57-EED46341F9E5}",205000,2009-11-20,"S",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5515",5515,"{0659CB44-C1B5-4D69-8321-DB72A6B6A153}",158000,2009-06-19,"T",FALSE,"F","UCKFIELD","WEALDEN","EAST SUSSEX","A","A"
"5516",5516,"{2B7E4995-04F6-42B6-90B6-F81418CF7386}",312500,2008-05-23,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5517",5517,"{D4017011-0890-4008-81F3-C6F5940C1933}",249950,2009-09-22,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5518",5518,"{5EAB884D-3506-482E-ADE5-7E59CCC34B01}",375000,2009-09-15,"D",FALSE,"F","SEAFORD","LEWES","EAST SUSSEX","A","A"
"5519",5519,"{453F379E-B9B9-4650-B438-92959AC622C5}",149600,2009-03-27,"F",TRUE,"L","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5520",5520,"{E2E1EFCE-F2DE-4363-9C18-04219E76A075}",249950,2009-10-09,"D",FALSE,"F","POLEGATE","WEALDEN","EAST SUSSEX","A","A"
"5521",5521,"{20CD5E78-B92F-403C-83A7-7BF99644BCD6}",149950,2008-12-12,"F",TRUE,"L","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5522",5522,"{3FE49BC7-5941-4BF8-9BA0-7F354F23CB45}",196950,2008-08-01,"F",FALSE,"L","MARLOW","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5523",5523,"{B6A74D41-DDAA-4A41-85DA-4299222EE603}",86250,2009-07-14,"F",TRUE,"L","BEACONSFIELD","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"5524",5524,"{A005A348-0230-408C-BB45-324D93C77DEC}",230000,2009-05-28,"D",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5525",5525,"{AADB35FB-BDC8-462B-88DD-BAE6C71DFEC7}",174950,2009-12-18,"T",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5526",5526,"{FDEA0F64-EF42-4C32-8FE6-B4321A4696BC}",435000,2008-12-19,"F",TRUE,"L","BURGESS HILL","LEWES","EAST SUSSEX","A","A"
"5527",5527,"{90BE2C77-49D7-494B-BA5D-8F590C2F4F00}",840000,2009-05-21,"D",FALSE,"F","BEACONSFIELD","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5528",5528,"{AF8663F3-F34A-48C6-9FB4-7A6E38D0D37A}",480000,2009-09-02,"T",TRUE,"F","AMERSHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5529",5529,"{43655E78-162B-4E54-B316-2FB1B425BB57}",315992,2008-09-26,"T",TRUE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5530",5530,"{7E0589D7-5ED2-4AF4-AA97-DE0047D5AA6A}",145000,2009-08-28,"F",FALSE,"L","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"5531",5531,"{151B9F86-9FD7-4D29-B910-17EFDD1A0826}",239000,2009-04-14,"D",TRUE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5532",5532,"{9DB82329-FB54-4A63-A408-D8B39F21C025}",285000,2009-07-01,"F",TRUE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"5533",5533,"{CA52FE47-15F7-4E0C-90BE-3AA840AB1786}",217000,2008-12-19,"T",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5534",5534,"{334905A6-648D-4182-BB4C-48868A3CB282}",199950,2009-12-18,"S",TRUE,"F","LEWES","WEALDEN","EAST SUSSEX","A","A"
"5535",5535,"{49E188EE-C090-49FC-A756-7BE82982FFAC}",175000,2009-07-27,"S",FALSE,"F","LEIGHTON BUZZARD","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5536",5536,"{B5AE54D1-1090-4ECF-B08B-20917E818E47}",187000,2008-08-15,"T",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5537",5537,"{08F4FB6B-73C3-4FA0-A946-CE3B82DC01DD}",127000,2009-05-28,"F",FALSE,"L","UCKFIELD","WEALDEN","EAST SUSSEX","A","A"
"5538",5538,"{1EF4D693-9D92-4C55-A1B2-5E3753EF847D}",379570,2008-10-01,"D",FALSE,"F","PRINCES RISBOROUGH","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5539",5539,"{82F5ABA5-CFF4-4E9A-91DE-2F54E91D40D4}",217500,2009-04-30,"S",FALSE,"F","CHESHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5540",5540,"{BF0AE9FA-39E6-4D93-97D3-E6BB7D62E2FF}",599950,2009-03-27,"S",TRUE,"F","GERRARDS CROSS","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"5541",5541,"{A1005FA9-A4EA-41AD-928C-67468B1DEF37}",87000,2009-04-17,"T",TRUE,"L","SLOUGH","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"5542",5542,"{3E422D97-2B5B-4F23-8303-87F1981883D3}",265000,2008-04-23,"D",FALSE,"F","HASTINGS","ROTHER","EAST SUSSEX","A","A"
"5543",5543,"{1AC354E3-0E49-4359-93B4-7EEBD4AC13E3}",215000,2009-05-01,"S",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5544",5544,"{D89FDCD4-A979-4C46-8B45-3AA3D5E9F27B}",162500,2009-06-26,"F",FALSE,"L","MAIDENHEAD","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"5545",5545,"{E926EDBC-B85D-4D71-A3C1-49EDA45436DB}",317500,2009-07-20,"S",FALSE,"F","LEWES","WEALDEN","EAST SUSSEX","A","A"
"5546",5546,"{F46A3F16-5CD8-4473-AF5B-435DE16B06ED}",775000,2008-01-30,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5547",5547,"{AF0C1D87-CB8F-4C54-B6B5-5FF347E8A84F}",215000,2009-09-30,"S",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5548",5548,"{3F040F8D-C96B-4355-A334-9166B292D893}",214000,2008-04-11,"T",FALSE,"F","MAIDENHEAD","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"5549",5549,"{5896E9B5-4FF0-4564-ACCA-32EFD3802BE4}",154000,2008-01-04,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5550",5550,"{9E76FA89-5AB8-4158-AD39-B305290F1576}",250000,2009-12-11,"D",FALSE,"F","CROWBOROUGH","WEALDEN","EAST SUSSEX","A","A"
"5551",5551,"{C9AB1EB4-AC0C-430A-A2A6-F5A4264357A5}",205000,2009-02-13,"S",FALSE,"F","SLOUGH","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"5552",5552,"{C533B452-828F-442B-A545-8EBEAA36C015}",387000,2008-04-08,"T",FALSE,"F","GREAT MISSENDEN","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5553",5553,"{923AEAC0-3EDF-4296-8A0E-1BB7FE4A5807}",250000,2009-11-06,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5554",5554,"{014B6920-14FA-408A-B8F6-B0DAAE97560F}",685000,2009-11-20,"D",FALSE,"F","WADHURST","WEALDEN","EAST SUSSEX","A","A"
"5555",5555,"{4EB07DA7-B321-4242-B1CD-EFA0190155E3}",183500,2008-04-18,"D",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"5556",5556,"{1245B323-D6DB-450B-95DE-66060C2913F8}",303000,2009-05-08,"S",FALSE,"F","HIGH WYCOMBE","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5557",5557,"{B34E579F-6ED9-49AD-97AB-E0F924ED3638}",130000,2008-02-14,"F",FALSE,"L","CROWBOROUGH","WEALDEN","EAST SUSSEX","A","A"
"5558",5558,"{BE784D12-1A5E-4EA7-A59D-3C455EBAE0D8}",320000,2008-03-26,"S",FALSE,"F","CROWBOROUGH","WEALDEN","EAST SUSSEX","A","A"
"5559",5559,"{6B5BDD2F-40C2-4FA4-B3A1-87ED48348BD0}",4e+05,2009-05-21,"D",FALSE,"F","HASTINGS","ROTHER","EAST SUSSEX","A","A"
"5560",5560,"{25DB6242-072B-40D7-8A2C-34F730C68848}",250000,2009-10-23,"S",FALSE,"F","FOREST ROW","WEALDEN","EAST SUSSEX","A","A"
"5561",5561,"{406CD20B-3EB2-433C-BC67-76F3A40FF5E7}",125000,2009-10-20,"F",FALSE,"L","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"5562",5562,"{BB7C4391-9771-4A7B-AE60-2A0625D14EEE}",155000,2009-06-26,"T",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5563",5563,"{BA082554-A802-4F61-8B92-536079E04610}",173000,2009-06-30,"T",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5564",5564,"{30E26DD1-2B82-4296-836D-43BBE2A3CC88}",143000,2009-12-18,"F",FALSE,"L","ST LEONARDS-ON-SEA","HASTINGS","EAST SUSSEX","A","A"
"5565",5565,"{F7128A55-39C2-4B24-88F8-2C55EC19B937}",480000,2009-11-09,"D",FALSE,"F","BEACONSFIELD","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5566",5566,"{8FBE7DE2-1335-4EF6-8740-F97584EF2EB4}",87000,2009-06-04,"F",FALSE,"L","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"5567",5567,"{0393BCA5-2BE3-49EA-8B7C-8F6B81510DFA}",160000,2008-06-24,"T",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5568",5568,"{E4308296-0173-4E43-911B-D633CF8ED52B}",245000,2008-10-22,"S",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5569",5569,"{846420D2-18D3-42E3-A92E-A7F9657BFF6F}",145000,2009-11-06,"T",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"5570",5570,"{78CEE455-6B52-4BF0-B9B9-E6E803B553F0}",299950,2008-09-30,"F",TRUE,"L","MAIDENHEAD","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"5571",5571,"{9528A1CD-BD83-4009-BF5F-81D9E0DC3D19}",235000,2008-04-22,"F",FALSE,"L","BOURNE END","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5572",5572,"{7C66F751-802C-4A11-8AC3-31B736A6514D}",540000,2009-07-31,"D",FALSE,"F","RYE","ROTHER","EAST SUSSEX","A","A"
"5573",5573,"{2C1D882B-E921-434D-AB65-DD1B33000783}",141500,2009-04-09,"T",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5574",5574,"{153FD0D3-286C-4DA4-A173-D342D78A48D9}",90000,2008-09-12,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5575",5575,"{D23109BC-0526-45C0-B987-B4D3D81854D1}",165000,2009-05-26,"T",FALSE,"F","NEWHAVEN","LEWES","EAST SUSSEX","A","A"
"5576",5576,"{04E3D847-CC0E-4627-9494-A5367B59A5F1}",158000,2008-06-11,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5577",5577,"{CE720CB8-5ABC-4011-AC7C-AEB97F15B0AE}",393000,2008-02-01,"D",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5578",5578,"{C3F1C277-4C29-421A-830E-C818A9085047}",245000,2009-07-03,"T",FALSE,"F","PEVENSEY","WEALDEN","EAST SUSSEX","A","A"
"5579",5579,"{B65B21C2-BEE4-4DEB-8D48-B516AF3C0267}",137500,2009-06-30,"F",TRUE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5580",5580,"{65850FF9-F1E8-468A-911A-8BA2DCBB65DF}",172995,2009-05-22,"F",TRUE,"L","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5581",5581,"{C27318EB-DD23-4FEF-BAC6-61B5365BB4F1}",150000,2008-04-15,"T",FALSE,"F","AYLESBURY","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5582",5582,"{9D748A41-2BEE-499B-BFB4-D8FADA120ABE}",245000,2009-06-12,"S",FALSE,"F","BUCKINGHAM","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5583",5583,"{F9D1F7EB-F2FF-437E-9B50-C83459D96B6E}",5e+05,2008-12-08,"D",FALSE,"F","AMERSHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5584",5584,"{E9F890E4-E122-40E3-8F46-AE4BBD94882A}",129950,2009-10-23,"D",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"5585",5585,"{3C4633C5-0D5A-4223-8698-53EDC3F2E0E4}",150000,2009-12-22,"F",FALSE,"L","BOURNE END","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5586",5586,"{256BC58F-C6AC-4FF8-8B1B-892BDC65358B}",185000,2008-03-05,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5587",5587,"{E4A9C097-9C5B-4D7B-89CD-08FA94B4C6D3}",147000,2009-12-18,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5588",5588,"{9DF0C0D1-F0FC-4DB6-B894-98A514EDCAF7}",160000,2008-04-04,"S",FALSE,"F","BEXHILL-ON-SEA","ROTHER","EAST SUSSEX","A","A"
"5589",5589,"{96874AE4-47CD-484D-B0D4-82BA5756AE62}",490000,2009-09-15,"S",FALSE,"F","BEACONSFIELD","SOUTH BUCKS","BUCKINGHAMSHIRE","A","A"
"5590",5590,"{D744A195-1558-4DDA-8E0A-100CE3706011}",245000,2009-07-31,"D",TRUE,"F","PEACEHAVEN","LEWES","EAST SUSSEX","A","A"
"5591",5591,"{875EEAFB-3AF2-4BCF-8452-14505311AAAA}",152000,2009-10-06,"S",FALSE,"F","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"5592",5592,"{BE00787D-7276-446C-948C-BC0616D8E4C1}",215000,2008-11-21,"F",FALSE,"L","AMERSHAM","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5593",5593,"{E9644857-EA7A-4A16-9E9C-988015F6D20B}",187000,2009-05-22,"S",FALSE,"F","EASTBOURNE","WEALDEN","EAST SUSSEX","A","A"
"5594",5594,"{12784704-A5EB-4219-91AC-886E2D6EF87E}",175000,2008-11-21,"D",FALSE,"F","HASTINGS","HASTINGS","EAST SUSSEX","A","A"
"5595",5595,"{9F8F8959-44F4-4F97-B1F1-E2079EF788B8}",225000,2009-12-14,"D",FALSE,"F","SEAFORD","LEWES","EAST SUSSEX","A","A"
"5596",5596,"{8C06AFD3-DE66-472D-8E3B-17A1ADB23CC8}",405000,2009-12-17,"D",TRUE,"F","CROWBOROUGH","WEALDEN","EAST SUSSEX","A","A"
"5597",5597,"{0E1E026B-B3C8-4B44-A55E-4A699CECA617}",109000,2009-11-27,"F",FALSE,"L","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5598",5598,"{0879DF1E-128D-415D-A865-F50995B01107}",750000,2009-08-06,"D",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5599",5599,"{7C4009B2-5D14-4A9A-A5AE-0ABC1CCA7359}",80000,2009-04-29,"F",FALSE,"L","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5600",5600,"{8D71E915-2CC9-43A1-B9CB-97A8A66B347C}",835000,2009-03-19,"D",FALSE,"F","AYLESBURY","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5601",5601,"{CCAEE1E6-A0A0-4D51-847E-929E67B23441}",285000,2009-09-25,"T",TRUE,"F","LEIGHTON BUZZARD","AYLESBURY VALE","BUCKINGHAMSHIRE","A","A"
"5602",5602,"{7D104C29-316F-479E-825F-69DB7D8C3162}",267500,2008-03-20,"D",FALSE,"F","SEAFORD","LEWES","EAST SUSSEX","A","A"
"5603",5603,"{9ECE31BE-19FE-494D-BBB2-35B2B106C103}",248500,2009-11-20,"F",FALSE,"L","MARLOW","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5604",5604,"{18D5586C-4CCA-496D-AE5E-5EFC1E69062E}",190000,2008-05-23,"D",FALSE,"F","HAILSHAM","WEALDEN","EAST SUSSEX","A","A"
"5605",5605,"{AE876938-3C68-40B7-82FB-2256DCB06B6B}",223500,2009-11-20,"F",TRUE,"L","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
"5606",5606,"{65782D30-D336-4954-B5C7-6F5FBDA33947}",225000,2009-12-31,"F",FALSE,"L","LEWES","LEWES","EAST SUSSEX","A","A"
"5607",5607,"{795BFDD9-BAE0-4A04-97FA-1C2DC1EF98BA}",177000,2008-07-11,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5608",5608,"{D20222F8-BC73-4397-BCFB-D3F2B93C48BB}",176000,2008-07-31,"T",FALSE,"F","HEATHFIELD","WEALDEN","EAST SUSSEX","A","A"
"5609",5609,"{0BBE1D77-9B02-4111-8990-B7473DE01D94}",450000,2009-10-26,"D",FALSE,"F","CHALFONT ST GILES","CHILTERN","BUCKINGHAMSHIRE","A","A"
"5610",5610,"{B77AD403-D74E-4575-A345-EE7A912C1804}",79500,2008-04-23,"F",FALSE,"L","HEATHFIELD","WEALDEN","EAST SUSSEX","A","A"
"5611",5611,"{77161785-BE88-4982-9C32-C650654CFF07}",239000,2009-12-11,"T",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5612",5612,"{BA55143F-4EEA-479F-B0A6-49AD75FECABB}",285000,2008-06-18,"D",FALSE,"F","EASTBOURNE","EASTBOURNE","EAST SUSSEX","A","A"
"5613",5613,"{E0B9503D-6613-4A41-9B5D-980FC08E4CED}",192500,2009-08-11,"S",FALSE,"F","HIGH WYCOMBE","WYCOMBE","BUCKINGHAMSHIRE","A","A"
